policy_number,member_id
POL-20934,MEMBER-009788
POL-20934,MEMBER-013347
POL-20934,MEMBER-009892
POL-20934,MEMBER-006736
POL-41785,MEMBER-014739
POL-41785,MEMBER-010494
POL-41785,MEMBER-013965
POL-41785,MEMBER-014482
POL-41785,MEMBER-007884
POL-15820,MEMBER-011643
POL-15820,MEMBER-007970
POL-15820,MEMBER-000068
POL-15820,MEMBER-006945
POL-15820,MEMBER-000001
POL-18648,MEMBER-003002
POL-48124,MEMBER-001480
POL-40029,MEMBER-006838
POL-40029,MEMBER-005544
POL-32286,MEMBER-014719
POL-32286,MEMBER-002554
POL-32286,MEMBER-004586
POL-32286,MEMBER-014783
POL-32286,MEMBER-001285
POL-18830,MEMBER-001804
POL-18830,MEMBER-014604
POL-18830,MEMBER-011383
POL-18830,MEMBER-012987
POL-18830,MEMBER-001408
POL-15647,MEMBER-006041
POL-15647,MEMBER-009339
POL-15647,MEMBER-011847
POL-15647,MEMBER-004077
POL-15647,MEMBER-006897
POL-43807,MEMBER-011282
POL-47900,MEMBER-004792
POL-47900,MEMBER-002484
POL-47900,MEMBER-003764
POL-47900,MEMBER-003953
POL-47900,MEMBER-011713
POL-39614,MEMBER-012542
POL-39614,MEMBER-010317
POL-28861,MEMBER-011671
POL-28861,MEMBER-008548
POL-28861,MEMBER-006860
POL-44493,MEMBER-014847
POL-44493,MEMBER-003498
POL-46219,MEMBER-013998
POL-46219,MEMBER-011235
POL-46219,MEMBER-009088
POL-46219,MEMBER-010520
POL-15360,MEMBER-010771
POL-15360,MEMBER-005565
POL-15360,MEMBER-007686
POL-15360,MEMBER-010276
POL-47559,MEMBER-000605
POL-37071,MEMBER-012755
POL-37071,MEMBER-001602
POL-37071,MEMBER-012602
POL-41062,MEMBER-005222
POL-35982,MEMBER-013552
POL-35982,MEMBER-000163
POL-35982,MEMBER-001366
POL-35982,MEMBER-005429
POL-35982,MEMBER-005153
POL-25725,MEMBER-008371
POL-25725,MEMBER-000157
POL-25725,MEMBER-006991
POL-25725,MEMBER-009229
POL-29780,MEMBER-006494
POL-29780,MEMBER-012339
POL-29780,MEMBER-010817
POL-42756,MEMBER-014584
POL-21598,MEMBER-014347
POL-24890,MEMBER-007829
POL-24890,MEMBER-003705
POL-24890,MEMBER-011169
POL-36599,MEMBER-013133
POL-36599,MEMBER-005410
POL-44144,MEMBER-004396
POL-44144,MEMBER-009848
POL-44144,MEMBER-011007
POL-44144,MEMBER-000034
POL-10101,MEMBER-004751
POL-10101,MEMBER-007835
POL-10101,MEMBER-014394
POL-10101,MEMBER-009427
POL-10101,MEMBER-005762
POL-19365,MEMBER-012733
POL-19365,MEMBER-012129
POL-19365,MEMBER-006601
POL-19365,MEMBER-002522
POL-25138,MEMBER-011095
POL-25138,MEMBER-009610
POL-25138,MEMBER-008235
POL-12513,MEMBER-012299
POL-12513,MEMBER-004835
POL-12513,MEMBER-007593
POL-12513,MEMBER-010718
POL-12513,MEMBER-012293
POL-23882,MEMBER-003976
POL-23882,MEMBER-010223
POL-25958,MEMBER-008644
POL-25958,MEMBER-012705
POL-38431,MEMBER-002301
POL-38431,MEMBER-014616
POL-38431,MEMBER-014404
POL-40603,MEMBER-005231
POL-40603,MEMBER-012724
POL-42109,MEMBER-007141
POL-42109,MEMBER-014748
POL-42109,MEMBER-002952
POL-34309,MEMBER-009222
POL-34309,MEMBER-011051
POL-34309,MEMBER-002174
POL-34309,MEMBER-004169
POL-10967,MEMBER-008760
POL-10967,MEMBER-009034
POL-35170,MEMBER-006834
POL-42183,MEMBER-003441
POL-42183,MEMBER-002260
POL-42183,MEMBER-012513
POL-48485,MEMBER-012491
POL-48485,MEMBER-002539
POL-23603,MEMBER-004000
POL-23603,MEMBER-013202
POL-23497,MEMBER-008129
POL-23497,MEMBER-011323
POL-23497,MEMBER-009780
POL-23497,MEMBER-006450
POL-20510,MEMBER-011148
POL-20510,MEMBER-011617
POL-20510,MEMBER-007858
POL-20510,MEMBER-006144
POL-41335,MEMBER-010738
POL-41335,MEMBER-000704
POL-41335,MEMBER-004300
POL-34651,MEMBER-014640
POL-34651,MEMBER-014637
POL-34651,MEMBER-000104
POL-34651,MEMBER-009780
POL-34651,MEMBER-014647
POL-19002,MEMBER-014199
POL-19002,MEMBER-013119
POL-19002,MEMBER-012932
POL-19002,MEMBER-011375
POL-19002,MEMBER-010881
POL-48916,MEMBER-009877
POL-48916,MEMBER-008140
POL-10495,MEMBER-007028
POL-10495,MEMBER-005624
POL-10495,MEMBER-008667
POL-10495,MEMBER-006776
POL-10495,MEMBER-009730
POL-49263,MEMBER-014398
POL-47967,MEMBER-002132
POL-47967,MEMBER-002383
POL-47967,MEMBER-001888
POL-47967,MEMBER-007934
POL-32119,MEMBER-005594
POL-32119,MEMBER-014821
POL-32119,MEMBER-005510
POL-32119,MEMBER-010085
POL-32119,MEMBER-009112
POL-37956,MEMBER-001319
POL-20220,MEMBER-012969
POL-41991,MEMBER-003039
POL-41991,MEMBER-008006
POL-41991,MEMBER-001462
POL-39439,MEMBER-009113
POL-39439,MEMBER-005145
POL-39439,MEMBER-004101
POL-44001,MEMBER-003304
POL-13248,MEMBER-007283
POL-13248,MEMBER-007128
POL-45434,MEMBER-006613
POL-45434,MEMBER-001032
POL-45434,MEMBER-011038
POL-45434,MEMBER-012704
POL-45434,MEMBER-012671
POL-21970,MEMBER-013756
POL-21970,MEMBER-014930
POL-21970,MEMBER-010962
POL-21970,MEMBER-010456
POL-44153,MEMBER-003456
POL-44153,MEMBER-004755
POL-44153,MEMBER-013319
POL-44153,MEMBER-011844
POL-15128,MEMBER-012644
POL-15128,MEMBER-005086
POL-15128,MEMBER-003406
POL-15128,MEMBER-014937
POL-32924,MEMBER-002716
POL-32924,MEMBER-004114
POL-32924,MEMBER-006745
POL-32924,MEMBER-001038
POL-40702,MEMBER-000210
POL-40702,MEMBER-007007
POL-40702,MEMBER-006300
POL-41789,MEMBER-008445
POL-29621,MEMBER-004351
POL-29621,MEMBER-011359
POL-29621,MEMBER-006540
POL-29621,MEMBER-001067
POL-44675,MEMBER-008636
POL-44675,MEMBER-000168
POL-44675,MEMBER-003197
POL-44675,MEMBER-005980
POL-36750,MEMBER-000998
POL-39894,MEMBER-002664
POL-10421,MEMBER-006608
POL-10421,MEMBER-005942
POL-10421,MEMBER-012291
POL-10421,MEMBER-006645
POL-20173,MEMBER-013828
POL-20444,MEMBER-006457
POL-20444,MEMBER-014331
POL-18965,MEMBER-001464
POL-21239,MEMBER-010148
POL-21239,MEMBER-000499
POL-21239,MEMBER-000051
POL-21239,MEMBER-011370
POL-21239,MEMBER-014245
POL-46952,MEMBER-010037
POL-46952,MEMBER-006026
POL-46952,MEMBER-013136
POL-32367,MEMBER-007925
POL-32367,MEMBER-013644
POL-32367,MEMBER-013556
POL-32367,MEMBER-001938
POL-32367,MEMBER-013453
POL-22977,MEMBER-009491
POL-22977,MEMBER-005281
POL-22977,MEMBER-009101
POL-41036,MEMBER-000265
POL-41036,MEMBER-010368
POL-41036,MEMBER-014971
POL-15148,MEMBER-012587
POL-37547,MEMBER-002652
POL-37547,MEMBER-009060
POL-37547,MEMBER-010547
POL-25217,MEMBER-004527
POL-35959,MEMBER-001912
POL-35959,MEMBER-006887
POL-35319,MEMBER-012068
POL-30557,MEMBER-008524
POL-30557,MEMBER-008320
POL-15170,MEMBER-011221
POL-15170,MEMBER-011087
POL-14036,MEMBER-007305
POL-14036,MEMBER-004719
POL-14036,MEMBER-008089
POL-14036,MEMBER-012720
POL-29421,MEMBER-000771
POL-42575,MEMBER-000700
POL-42575,MEMBER-003598
POL-42575,MEMBER-009487
POL-42575,MEMBER-014991
POL-37536,MEMBER-004316
POL-37536,MEMBER-003879
POL-37536,MEMBER-014713
POL-37536,MEMBER-012952
POL-12699,MEMBER-005872
POL-12699,MEMBER-014050
POL-12699,MEMBER-013987
POL-12699,MEMBER-007799
POL-45099,MEMBER-000353
POL-45099,MEMBER-009419
POL-30319,MEMBER-001901
POL-30319,MEMBER-000538
POL-30319,MEMBER-006255
POL-30319,MEMBER-010871
POL-30319,MEMBER-009370
POL-35805,MEMBER-003563
POL-35805,MEMBER-006037
POL-35805,MEMBER-006420
POL-35805,MEMBER-007127
POL-35805,MEMBER-004627
POL-36895,MEMBER-011740
POL-36895,MEMBER-011252
POL-36895,MEMBER-006063
POL-42954,MEMBER-003892
POL-42954,MEMBER-002042
POL-42954,MEMBER-005344
POL-42954,MEMBER-010874
POL-37870,MEMBER-002480
POL-37870,MEMBER-006298
POL-37870,MEMBER-003024
POL-36555,MEMBER-004986
POL-36555,MEMBER-000590
POL-36555,MEMBER-010058
POL-36555,MEMBER-013843
POL-36555,MEMBER-014371
POL-21760,MEMBER-000357
POL-48319,MEMBER-013010
POL-48319,MEMBER-001070
POL-48319,MEMBER-004718
POL-48319,MEMBER-010307
POL-48319,MEMBER-007192
POL-22030,MEMBER-012229
POL-22030,MEMBER-007535
POL-22030,MEMBER-004531
POL-26629,MEMBER-000354
POL-26629,MEMBER-000602
POL-26629,MEMBER-001774
POL-49026,MEMBER-013908
POL-49026,MEMBER-002930
POL-49026,MEMBER-006580
POL-49026,MEMBER-011014
POL-15301,MEMBER-003106
POL-15301,MEMBER-013034
POL-36473,MEMBER-008067
POL-36473,MEMBER-006208
POL-36473,MEMBER-011434
POL-36473,MEMBER-011218
POL-36473,MEMBER-014519
POL-46444,MEMBER-008739
POL-46444,MEMBER-004941
POL-46444,MEMBER-003544
POL-46444,MEMBER-001040
POL-46444,MEMBER-009835
POL-17691,MEMBER-008196
POL-17691,MEMBER-001035
POL-23721,MEMBER-004657
POL-23721,MEMBER-000021
POL-44900,MEMBER-010143
POL-44900,MEMBER-014719
POL-44900,MEMBER-001245
POL-44900,MEMBER-007453
POL-44900,MEMBER-006709
POL-18887,MEMBER-013239
POL-18887,MEMBER-013730
POL-18887,MEMBER-008971
POL-18887,MEMBER-010157
POL-18887,MEMBER-000467
POL-41946,MEMBER-007630
POL-41946,MEMBER-006331
POL-41946,MEMBER-004575
POL-27009,MEMBER-003342
POL-27009,MEMBER-008170
POL-27009,MEMBER-013943
POL-27009,MEMBER-010337
POL-27009,MEMBER-008720
POL-17925,MEMBER-000875
POL-17925,MEMBER-000559
POL-17925,MEMBER-007272
POL-17925,MEMBER-004393
POL-17925,MEMBER-006973
POL-15293,MEMBER-005903
POL-15293,MEMBER-010104
POL-23986,MEMBER-013054
POL-23986,MEMBER-004940
POL-23986,MEMBER-009278
POL-38199,MEMBER-005622
POL-38199,MEMBER-004047
POL-38199,MEMBER-005907
POL-20566,MEMBER-014088
POL-20566,MEMBER-005361
POL-20566,MEMBER-009914
POL-20566,MEMBER-014835
POL-20566,MEMBER-010010
POL-25600,MEMBER-004916
POL-25600,MEMBER-006896
POL-43972,MEMBER-013699
POL-43972,MEMBER-000577
POL-43972,MEMBER-005551
POL-43972,MEMBER-008554
POL-43972,MEMBER-006644
POL-44666,MEMBER-013594
POL-44666,MEMBER-012006
POL-44666,MEMBER-008947
POL-44666,MEMBER-010365
POL-44666,MEMBER-000480
POL-35249,MEMBER-014292
POL-35249,MEMBER-003873
POL-35249,MEMBER-014304
POL-35249,MEMBER-012046
POL-35249,MEMBER-009160
POL-42328,MEMBER-001810
POL-46859,MEMBER-000335
POL-46859,MEMBER-004088
POL-46859,MEMBER-007597
POL-48481,MEMBER-007463
POL-48481,MEMBER-007515
POL-48481,MEMBER-013536
POL-39810,MEMBER-000850
POL-39810,MEMBER-003380
POL-39810,MEMBER-012994
POL-26750,MEMBER-000208
POL-26750,MEMBER-001585
POL-26750,MEMBER-010393
POL-42271,MEMBER-013963
POL-24811,MEMBER-002391
POL-24811,MEMBER-002547
POL-24811,MEMBER-000164
POL-24811,MEMBER-004956
POL-24811,MEMBER-006444
POL-44489,MEMBER-014664
POL-44489,MEMBER-000701
POL-44489,MEMBER-000945
POL-36442,MEMBER-000368
POL-36442,MEMBER-005086
POL-36442,MEMBER-014762
POL-40166,MEMBER-005748
POL-40166,MEMBER-001333
POL-40166,MEMBER-002957
POL-44974,MEMBER-014670
POL-44974,MEMBER-009013
POL-44974,MEMBER-008753
POL-10039,MEMBER-012061
POL-41374,MEMBER-000797
POL-46340,MEMBER-006085
POL-34903,MEMBER-008240
POL-34903,MEMBER-007137
POL-34903,MEMBER-010821
POL-25237,MEMBER-007924
POL-29662,MEMBER-003319
POL-34740,MEMBER-004863
POL-16812,MEMBER-004923
POL-16812,MEMBER-007743
POL-33032,MEMBER-004968
POL-33032,MEMBER-009713
POL-33032,MEMBER-004531
POL-33032,MEMBER-013521
POL-35963,MEMBER-003669
POL-35963,MEMBER-002785
POL-35963,MEMBER-002493
POL-35963,MEMBER-011148
POL-35963,MEMBER-010148
POL-19343,MEMBER-006641
POL-44877,MEMBER-011622
POL-44877,MEMBER-001376
POL-44877,MEMBER-003759
POL-44877,MEMBER-004095
POL-36701,MEMBER-014111
POL-36701,MEMBER-014412
POL-36701,MEMBER-001776
POL-36701,MEMBER-002767
POL-36701,MEMBER-006816
POL-20643,MEMBER-012331
POL-20643,MEMBER-004326
POL-20643,MEMBER-008299
POL-20643,MEMBER-005296
POL-20643,MEMBER-006361
POL-18545,MEMBER-008185
POL-18545,MEMBER-000191
POL-41163,MEMBER-014424
POL-41163,MEMBER-013868
POL-41163,MEMBER-013029
POL-43754,MEMBER-012993
POL-43754,MEMBER-014151
POL-43754,MEMBER-005001
POL-43754,MEMBER-014732
POL-12895,MEMBER-014158
POL-12895,MEMBER-000805
POL-12895,MEMBER-007142
POL-12895,MEMBER-009480
POL-12895,MEMBER-009555
POL-18758,MEMBER-003597
POL-18758,MEMBER-003789
POL-18758,MEMBER-007641
POL-18758,MEMBER-008623
POL-18758,MEMBER-005402
POL-11901,MEMBER-006509
POL-11901,MEMBER-011527
POL-11901,MEMBER-008283
POL-11901,MEMBER-002910
POL-11901,MEMBER-007704
POL-26642,MEMBER-004932
POL-26642,MEMBER-004255
POL-26642,MEMBER-002105
POL-26642,MEMBER-007307
POL-26642,MEMBER-012407
POL-34118,MEMBER-009009
POL-34118,MEMBER-004915
POL-34118,MEMBER-006899
POL-34118,MEMBER-013963
POL-26868,MEMBER-006269
POL-26868,MEMBER-004465
POL-40799,MEMBER-005417
POL-40799,MEMBER-004001
POL-40799,MEMBER-007343
POL-19642,MEMBER-003434
POL-45171,MEMBER-001645
POL-45171,MEMBER-001097
POL-45171,MEMBER-008517
POL-45171,MEMBER-012233
POL-24913,MEMBER-006836
POL-18302,MEMBER-005900
POL-35954,MEMBER-004049
POL-35954,MEMBER-001774
POL-38238,MEMBER-013888
POL-38238,MEMBER-005485
POL-38238,MEMBER-004707
POL-38238,MEMBER-009052
POL-28613,MEMBER-004452
POL-28613,MEMBER-010902
POL-28613,MEMBER-006900
POL-27198,MEMBER-013031
POL-27198,MEMBER-000116
POL-27198,MEMBER-000133
POL-27198,MEMBER-011361
POL-27198,MEMBER-014247
POL-21110,MEMBER-012733
POL-21110,MEMBER-004184
POL-21110,MEMBER-008452
POL-34556,MEMBER-005120
POL-44508,MEMBER-001147
POL-30300,MEMBER-008796
POL-16226,MEMBER-001650
POL-16226,MEMBER-012303
POL-16874,MEMBER-006344
POL-16874,MEMBER-012369
POL-16874,MEMBER-004748
POL-16874,MEMBER-013348
POL-20316,MEMBER-007768
POL-20316,MEMBER-000259
POL-37419,MEMBER-010822
POL-37419,MEMBER-003519
POL-37419,MEMBER-007296
POL-29091,MEMBER-000519
POL-44059,MEMBER-012024
POL-44059,MEMBER-006743
POL-44059,MEMBER-008972
POL-44059,MEMBER-006916
POL-44059,MEMBER-007586
POL-27139,MEMBER-005149
POL-29340,MEMBER-007089
POL-29340,MEMBER-001517
POL-13380,MEMBER-013203
POL-13380,MEMBER-008084
POL-13380,MEMBER-006310
POL-13380,MEMBER-009637
POL-24421,MEMBER-011354
POL-24421,MEMBER-013133
POL-24421,MEMBER-005911
POL-24421,MEMBER-008183
POL-37377,MEMBER-001013
POL-11706,MEMBER-005944
POL-11706,MEMBER-000515
POL-48782,MEMBER-002689
POL-48782,MEMBER-010525
POL-48782,MEMBER-007010
POL-48199,MEMBER-013342
POL-48199,MEMBER-009128
POL-48199,MEMBER-003172
POL-20798,MEMBER-002239
POL-20798,MEMBER-008869
POL-20798,MEMBER-008335
POL-37182,MEMBER-001500
POL-37182,MEMBER-001801
POL-37182,MEMBER-006827
POL-37182,MEMBER-000469
POL-19988,MEMBER-012010
POL-19988,MEMBER-006177
POL-19988,MEMBER-005124
POL-19988,MEMBER-004874
POL-19988,MEMBER-009958
POL-34594,MEMBER-014729
POL-34594,MEMBER-013452
POL-39017,MEMBER-000243
POL-39017,MEMBER-004315
POL-47876,MEMBER-000714
POL-36543,MEMBER-000329
POL-36543,MEMBER-012144
POL-17553,MEMBER-001693
POL-17553,MEMBER-002601
POL-19962,MEMBER-001917
POL-19962,MEMBER-004846
POL-19962,MEMBER-001569
POL-35860,MEMBER-006751
POL-35860,MEMBER-003828
POL-35860,MEMBER-014949
POL-10774,MEMBER-008465
POL-10774,MEMBER-006588
POL-12529,MEMBER-005088
POL-12529,MEMBER-009633
POL-12529,MEMBER-003050
POL-12529,MEMBER-000236
POL-12529,MEMBER-010406
POL-35370,MEMBER-010151
POL-35370,MEMBER-007919
POL-35370,MEMBER-002359
POL-35370,MEMBER-012447
POL-44432,MEMBER-000225
POL-44432,MEMBER-013343
POL-44432,MEMBER-005201
POL-11492,MEMBER-005105
POL-35303,MEMBER-012673
POL-35303,MEMBER-001568
POL-35303,MEMBER-008571
POL-35303,MEMBER-010282
POL-14507,MEMBER-005682
POL-14507,MEMBER-014763
POL-14507,MEMBER-012799
POL-14507,MEMBER-012100
POL-14507,MEMBER-003354
POL-20778,MEMBER-000760
POL-20778,MEMBER-009307
POL-13363,MEMBER-008071
POL-45740,MEMBER-007175
POL-45740,MEMBER-007643
POL-17124,MEMBER-013527
POL-17124,MEMBER-004843
POL-17124,MEMBER-004712
POL-17124,MEMBER-011673
POL-17124,MEMBER-010935
POL-11057,MEMBER-006615
POL-11057,MEMBER-009688
POL-11057,MEMBER-011397
POL-11057,MEMBER-011567
POL-19992,MEMBER-013199
POL-19992,MEMBER-001136
POL-15871,MEMBER-011551
POL-46525,MEMBER-013390
POL-46525,MEMBER-014080
POL-46525,MEMBER-013184
POL-46525,MEMBER-003294
POL-46525,MEMBER-006473
POL-34037,MEMBER-004319
POL-16257,MEMBER-004272
POL-16257,MEMBER-002080
POL-16257,MEMBER-007222
POL-16257,MEMBER-008878
POL-16257,MEMBER-000984
POL-11770,MEMBER-011646
POL-11770,MEMBER-007446
POL-11770,MEMBER-003565
POL-11770,MEMBER-014847
POL-11770,MEMBER-003445
POL-25524,MEMBER-012546
POL-25524,MEMBER-010809
POL-25524,MEMBER-013926
POL-25524,MEMBER-012048
POL-26007,MEMBER-014838
POL-32397,MEMBER-014750
POL-32397,MEMBER-005560
POL-11410,MEMBER-011348
POL-11410,MEMBER-008310
POL-11410,MEMBER-008558
POL-39569,MEMBER-014635
POL-39569,MEMBER-002399
POL-44864,MEMBER-011435
POL-44864,MEMBER-006458
POL-44864,MEMBER-012888
POL-44864,MEMBER-010204
POL-44864,MEMBER-006793
POL-48150,MEMBER-002667
POL-48150,MEMBER-006676
POL-48150,MEMBER-012575
POL-48150,MEMBER-012439
POL-48797,MEMBER-009140
POL-48797,MEMBER-001853
POL-48797,MEMBER-000514
POL-38952,MEMBER-005374
POL-38952,MEMBER-010605
POL-39095,MEMBER-013394
POL-39095,MEMBER-007989
POL-39095,MEMBER-003930
POL-47935,MEMBER-011539
POL-29575,MEMBER-010747
POL-29575,MEMBER-009621
POL-29575,MEMBER-002086
POL-29575,MEMBER-002448
POL-29575,MEMBER-008915
POL-35825,MEMBER-005014
POL-35825,MEMBER-002320
POL-35825,MEMBER-012841
POL-45038,MEMBER-009089
POL-45038,MEMBER-009912
POL-27780,MEMBER-003761
POL-27780,MEMBER-013909
POL-21547,MEMBER-000570
POL-21547,MEMBER-003254
POL-21547,MEMBER-002524
POL-21547,MEMBER-011906
POL-49523,MEMBER-009902
POL-49523,MEMBER-002049
POL-35851,MEMBER-008906
POL-35851,MEMBER-013175
POL-35851,MEMBER-003135
POL-35851,MEMBER-011641
POL-25950,MEMBER-007378
POL-25950,MEMBER-011788
POL-25950,MEMBER-007490
POL-14980,MEMBER-010666
POL-14980,MEMBER-001201
POL-14980,MEMBER-008323
POL-14980,MEMBER-007290
POL-14980,MEMBER-013426
POL-14128,MEMBER-002641
POL-12955,MEMBER-012549
POL-12955,MEMBER-006981
POL-12955,MEMBER-011507
POL-12955,MEMBER-010776
POL-29017,MEMBER-014134
POL-29017,MEMBER-014297
POL-47490,MEMBER-011609
POL-47490,MEMBER-005907
POL-16801,MEMBER-004226
POL-16801,MEMBER-005794
POL-16801,MEMBER-004567
POL-16801,MEMBER-013717
POL-16801,MEMBER-012305
POL-15737,MEMBER-009320
POL-15737,MEMBER-006683
POL-15737,MEMBER-013330
POL-17793,MEMBER-012210
POL-17793,MEMBER-014059
POL-17873,MEMBER-003609
POL-17873,MEMBER-005117
POL-17873,MEMBER-010097
POL-42955,MEMBER-004237
POL-42955,MEMBER-002567
POL-14810,MEMBER-007118
POL-36842,MEMBER-002532
POL-36842,MEMBER-013559
POL-36842,MEMBER-002045
POL-36842,MEMBER-003069
POL-47098,MEMBER-004590
POL-47098,MEMBER-008597
POL-47098,MEMBER-002405
POL-47098,MEMBER-007576
POL-47098,MEMBER-006474
POL-47631,MEMBER-005012
POL-47631,MEMBER-004986
POL-33911,MEMBER-009282
POL-47866,MEMBER-009339
POL-47866,MEMBER-001404
POL-47866,MEMBER-014165
POL-47866,MEMBER-009548
POL-47866,MEMBER-009953
POL-47854,MEMBER-007604
POL-47854,MEMBER-001791
POL-47854,MEMBER-014481
POL-20642,MEMBER-004015
POL-20642,MEMBER-006921
POL-20642,MEMBER-013057
POL-20642,MEMBER-001013
POL-23272,MEMBER-011887
POL-23272,MEMBER-012668
POL-23272,MEMBER-004371
POL-23272,MEMBER-005182
POL-23272,MEMBER-003102
POL-35298,MEMBER-008545
POL-35298,MEMBER-004770
POL-35298,MEMBER-010714
POL-35298,MEMBER-008024
POL-22509,MEMBER-014570
POL-22509,MEMBER-002918
POL-22509,MEMBER-005251
POL-38496,MEMBER-013615
POL-38496,MEMBER-000071
POL-38496,MEMBER-004597
POL-38496,MEMBER-010842
POL-31437,MEMBER-000148
POL-31437,MEMBER-002567
POL-31437,MEMBER-013997
POL-37316,MEMBER-010664
POL-37316,MEMBER-006293
POL-37316,MEMBER-008758
POL-20896,MEMBER-007841
POL-20896,MEMBER-000369
POL-20896,MEMBER-013369
POL-20896,MEMBER-007983
POL-20896,MEMBER-014514
POL-21044,MEMBER-005546
POL-21044,MEMBER-003867
POL-21044,MEMBER-005302
POL-21044,MEMBER-007917
POL-21044,MEMBER-014319
POL-11461,MEMBER-003251
POL-11461,MEMBER-002319
POL-11461,MEMBER-007967
POL-38165,MEMBER-005306
POL-38165,MEMBER-005887
POL-23888,MEMBER-009568
POL-23888,MEMBER-005544
POL-23888,MEMBER-000960
POL-23888,MEMBER-008765
POL-25344,MEMBER-003580
POL-25344,MEMBER-006788
POL-25344,MEMBER-009386
POL-25344,MEMBER-012297
POL-25344,MEMBER-009804
POL-45898,MEMBER-000139
POL-24457,MEMBER-001008
POL-24457,MEMBER-009693
POL-24457,MEMBER-014009
POL-18100,MEMBER-012994
POL-18100,MEMBER-006287
POL-12348,MEMBER-014620
POL-12348,MEMBER-008284
POL-12348,MEMBER-000851
POL-12348,MEMBER-009467
POL-27846,MEMBER-001335
POL-27846,MEMBER-007277
POL-27846,MEMBER-011897
POL-27846,MEMBER-011503
POL-27846,MEMBER-006798
POL-15739,MEMBER-007587
POL-44340,MEMBER-011454
POL-44340,MEMBER-001820
POL-34146,MEMBER-014238
POL-22113,MEMBER-014042
POL-22113,MEMBER-000547
POL-22113,MEMBER-002968
POL-15570,MEMBER-001913
POL-15570,MEMBER-003998
POL-15570,MEMBER-002297
POL-15570,MEMBER-001035
POL-15570,MEMBER-014112
POL-33549,MEMBER-004335
POL-33549,MEMBER-008870
POL-33549,MEMBER-008552
POL-33549,MEMBER-010804
POL-33549,MEMBER-014981
POL-48849,MEMBER-001680
POL-48849,MEMBER-012592
POL-48849,MEMBER-012927
POL-24379,MEMBER-013128
POL-24379,MEMBER-001370
POL-24379,MEMBER-010621
POL-24379,MEMBER-012680
POL-14465,MEMBER-009833
POL-14465,MEMBER-006264
POL-14465,MEMBER-011779
POL-47617,MEMBER-012444
POL-26428,MEMBER-000391
POL-26428,MEMBER-012892
POL-48396,MEMBER-012534
POL-48636,MEMBER-008777
POL-48636,MEMBER-014808
POL-48636,MEMBER-010297
POL-48636,MEMBER-014545
POL-19424,MEMBER-014915
POL-18979,MEMBER-005915
POL-18979,MEMBER-005614
POL-40375,MEMBER-000917
POL-40375,MEMBER-008449
POL-40375,MEMBER-011035
POL-41922,MEMBER-000361
POL-41922,MEMBER-013236
POL-41922,MEMBER-013222
POL-41922,MEMBER-002592
POL-33122,MEMBER-010702
POL-33122,MEMBER-010633
POL-33122,MEMBER-006408
POL-33122,MEMBER-005160
POL-33122,MEMBER-014846
POL-22741,MEMBER-007026
POL-22741,MEMBER-007067
POL-18641,MEMBER-004640
POL-18641,MEMBER-001544
POL-18641,MEMBER-003440
POL-18641,MEMBER-002657
POL-35031,MEMBER-010829
POL-31929,MEMBER-006646
POL-31929,MEMBER-008613
POL-31929,MEMBER-011557
POL-31929,MEMBER-013922
POL-31929,MEMBER-006897
POL-49768,MEMBER-006106
POL-49768,MEMBER-014928
POL-49768,MEMBER-008821
POL-49768,MEMBER-008928
POL-49768,MEMBER-002894
POL-29664,MEMBER-008754
POL-29664,MEMBER-013798
POL-29664,MEMBER-010231
POL-47075,MEMBER-005140
POL-47075,MEMBER-004655
POL-47075,MEMBER-004605
POL-47075,MEMBER-014542
POL-47075,MEMBER-009742
POL-36647,MEMBER-008174
POL-36647,MEMBER-006204
POL-36647,MEMBER-005568
POL-36647,MEMBER-014941
POL-27816,MEMBER-012682
POL-27816,MEMBER-012325
POL-27816,MEMBER-009856
POL-27816,MEMBER-006461
POL-27816,MEMBER-002761
POL-15584,MEMBER-002759
POL-15584,MEMBER-010910
POL-15584,MEMBER-014864
POL-13686,MEMBER-014385
POL-36411,MEMBER-000283
POL-36411,MEMBER-008112
POL-44896,MEMBER-008085
POL-32592,MEMBER-001372
POL-32592,MEMBER-011561
POL-32592,MEMBER-012927
POL-32592,MEMBER-009337
POL-32592,MEMBER-005941
POL-44975,MEMBER-008430
POL-30135,MEMBER-003649
POL-30135,MEMBER-004650
POL-30135,MEMBER-005963
POL-13234,MEMBER-003679
POL-45806,MEMBER-003924
POL-37157,MEMBER-000651
POL-26601,MEMBER-011947
POL-26601,MEMBER-006649
POL-26601,MEMBER-008039
POL-26601,MEMBER-003879
POL-26601,MEMBER-011380
POL-47426,MEMBER-014784
POL-47426,MEMBER-012682
POL-28103,MEMBER-002072
POL-28103,MEMBER-012470
POL-28103,MEMBER-003521
POL-28103,MEMBER-008296
POL-20267,MEMBER-011582
POL-20267,MEMBER-002153
POL-20267,MEMBER-012603
POL-20267,MEMBER-013426
POL-15965,MEMBER-014438
POL-15965,MEMBER-008874
POL-46572,MEMBER-008492
POL-46572,MEMBER-008845
POL-46841,MEMBER-004034
POL-46841,MEMBER-003918
POL-46841,MEMBER-011494
POL-46841,MEMBER-004642
POL-46841,MEMBER-004364
POL-29494,MEMBER-003533
POL-29494,MEMBER-013216
POL-23315,MEMBER-009113
POL-23315,MEMBER-011293
POL-39911,MEMBER-008851
POL-39911,MEMBER-006385
